user_id, business_id, prediction
vxR_YV0atFxIxfOnF9uHjQ,gTw6PENNGl68ZPUpYWP50A,5.0
o0p-iTC5yTBV5Yab_7es4g,iAuOpYDfOTuzQ6OPpEiGwA,4.0
-qj9ouN0bzMXz1vfEslG-A,5j7BnXXvlS69uLVHrY9Upw,2.0
E43QxgV87Ij6KxMCHcijKw,jUYp798M93Mpcjys_TTgsQ,5.0
T13IBpJITI32a1k41rc-tg,3MntE_HWbNNoyiLGxywjYA,5.0
Q1IENmNc6bdDruACmhy4mg,sPd3E7lFzd_yooiq-ekxtQ,4.0
4bQqil4770ey8GfhBgEGuw,YXohNvMTCmGhFMSQsDZq1g,5.0
0BBUmH7Krcax1RZgbH4fSA,XO2hZb0xC8jTexSHG4SxFg,4.0
QZ_Arlwoj0ghfBvg69rjOw,SUktrYdNQD8k2vvkM4OpfA,5.0
lEw2VL9JCDFk3R5NzahqnA,xVEtGucSRLk5pxxN0t4i6g,4.0
zsZBYWYEmLLs81_f-HHM8w,ZBfp0AT1NOE0ULg3EIYTSA,3.0
uNxXIIFzjHm5r62UTyVjrQ,Zvnm7o2eMaYAEHS8YRn_EQ,5.0
TGrZk61ja7X1ijAGW5lNmg,jCiovc2qHJ5L-_1gigLueQ,2.0
Fv0e9RIV9jw5TX3ctA1WbA,roA-hNugvAwiyVirIFH8Aw,1.0
z4RytucxI_XfcMFaEI2DRg,HPLB1Tr8ZB5UkD-2umKPdA,4.0
vxR_YV0atFxIxfOnF9uHjQ,82YGtjc5KKikNiqBZ33qzw,5.0
y0ZU1w6YY4W-KtMeRXSYLg,UpEVdq_euH-5mqCIgUAd2Q,4.0
BeoFmNoFuz-h8uso-J2_lg,lQpxpk_ZFJ_ZtYNYhJQv8Q,4.0
pMefTWo6gMdx8WhYSA2u3w,34OwRFftkT7t3iBquazJcg,3.0
tYk7mMGGFl3gLfmhST5L-A,cgoHLKJLsAK1ww0_ezNFnw,4.0
Ez8ifxrtOUT5TM4817scOQ,glTBzDHv9wNhEsZa4bQrOA,2.0
KhpA23RweKsO9TDaGpE2xg,B01pO_pI_8AOfEsukGNg-Q,5.0
Bj_MarPEKBe2xN12YimekQ,UPIYuRaZvknINOd1w8kqRQ,5.0
mrru6hbeQLvagU4vkfuqmw,dy0O7DaSUd49NZWSEtvz_g,4.5
UYcmGbelzRa0Q6JqzLoguw,ciDXNLbcwI7qt5guNKZPIw,5.0
0KeT9NKimYkHN0wlrij-dg,A9qmduhmrTZxSg7uTOnzYg,4.0
0nqshyLgABOSyTfJUTthjQ,VyjyHoBg3KC5BSFRlD0ZPQ,4.0
3CMiTAhq_o_GP1tLs-ihbg,MwCai0x6GILtK4KkwufZig,4.0
vSzquh2Ym99tpksfpWH2kg,cJq087T4mHnADzspL3MclQ,5.0
PKEzKWv_FktMm2mGPjwd0Q,0YG_kM5caZhtwd6nbnei6A,3.0
sMm9HOXmBgsBmCKnOmLwyA,dWFUKB_HPBIE87AFBHEb_w,1.0
E0v3KkPKsizW_RW3CKQj-A,as_fyujgsdwtV56n31z-Sw,5.0
en3OMUKWjeON-1-6wo8VrQ,1BrIPwRhJHOp6yBwjoRtgg,5.0
8AwcaBJjiMpQ__FPxktwwQ,BHWIl_wI7P58JrODocBjkg,5.0
ehAvwDt4Fpsz9KPordu5lA,GPX3TnZ0-4pAxKPJUESbeA,3.0
O5VAQ-dbR2Bk0OZLL1L0Ig,SOA7a5EC6cz2shD8CgB_7w,4.0
HVJgTH5qu0goywOHNpOjPA,M8a5DRdXl8KMu4bMFLPgQg,5.0
WJhQpdUHoFCtpU6gHFjVlQ,r4KXghbUeo7mugAzinG9bA,4.0
Ozmf732ox-TNhfKrjWBXpg,Z1yvzAbs4fGC28s7WtUonA,3.0
_VMGbmIeK71rQGwOBWt_Kg,LJQCv30PCIpC3FnvHF5mXQ,4.0
ot0yVHpNJNXNTJvSCD1_nw,MtvN8vMiKcLkkz_tCvBx3g,5.0
h1Vsz24g7TLA9ZfIDiFjbw,s-S2xzhmyWw7TUDet7WBnQ,4.0
bxRQIGQNkvxrmZ1i_cAnKQ,XBEx2FI2GKmsjs7eWNr7Lw,5.0
erQM1caBnCLFzT8v_2uEjA,Lzv68iVkRHstVvW3aXNWkA,1.0
uvRVutQ_Gu-OivL6ox0ouQ,3-HFGxmbzSax-NySJ_LzDg,4.0
sKIsEeWK1kigG9HNfkPfmg,fPISsMIXOYZP1uins2Bwyw,4.0
RylA6VZUTRuMGBu4nHKbCw,qwR_Oy11Nx7l8zoC7Vj3Rg,4.0
vIo7oGd2IMEMMfVMbgDUyg,FedVIzzA592Tchv3XnS18g,5.0
11k3A-_Ifz_86LHvkGRgoQ,VsewHMsfj1Mgsl2i_hio7w,5.0
7hnwrH20r6IiJOAlNOPgcw,w-As0KSwy8pqMClOea-NLQ,5.0
fjFYpwpvlIlqoiNa3myDEA,NJOtdjuLfRfg-Ddi7Au7Vw,3.0
94FDFrBJzciS-pP6MV8bRg,QTVvuhrbBDJfqaTyFOUMkw,2.0
BeeOV-pyDvxP7c6ZwH7bKg,DB9BRdu7is0AK1DvcuKlcw,5.0
CK-W4WhlmLKOZF-50WmmpQ,DxgSVufr_6y_Rc63CC17Zg,3.0
xWk0I0S9KWMB06wKUEDYxg,WDYE-OCXNgKyXGNuBjMgEw,3.5
UtkjXTiMfGRz4R1zDF3Kxg,Zja7ykq3icDzkN20XX6j1w,4.0
hTZb1INhnCG8URaFywVoYQ,SMPbvZLSMMb7KU76YNYMGg,4.0
N3oNEwh0qgPqPP3Em6wJXw,gTw6PENNGl68ZPUpYWP50A,5.0
eigZw_Tn4TWJPSZ9UO9Auw,AV6weBrZFFBfRGCbcRGO4g,3.0
CkqT3yGUeM_9vSbFES_O5w,YXohNvMTCmGhFMSQsDZq1g,5.0
0qIelmM4NjI5Y5b_VQI-Qg,ENzLJkb8eXP8fGBzG5aGXg,5.0
c3DfRslN9pM-34shCBYpzA,rFb9J1njudA6j7zym5hL1Q,4.0
p9TNT6pNKRuvBSzNf27JkQ,Lc31HveLiuaxVEt0cvZO7Q,4.0
PF07QY_dBTNGavc8CYBv5w,ii_zDR8crbQVJehMMWoCkQ,3.0
HRNysSGlkeq-Fjud0k0Y4Q,k9RUMKASTB6QZ-NkfnN8Fg,3.0
omYjiX9WyiBhyjX-0EEKUQ,0InA3Ffj8MxyQV9hgsyYcQ,4.0
tbEeWhU5HG3ujzKWZBNzQg,sNVGdeOPeitJ3OWUQBINzQ,3.0
IduEiOzDSIMlAGnOMPfSvw,OktwRjOI1nCaq5_AJMWWDQ,5.0
-HcirMcpUDd3GvexCOCCzg,mPeD3z6k0JLNZIM9ow9hrg,5.0
mYcRL0cJtHeXRBup5wwppQ,Gdv3qhsDeQzZ2Ag-Tzq6vA,4.0
m-BZLIIh5PCAKnzH0qj_0Q,-hsFN8VQvH26M0WZ3k1Wtg,5.0
FSyrMp4pGdBd456MkCO8WQ,RGq0qjn2ifmnRWTJ8bfOPw,4.0
wXZS42D0L8hoCiSh2Krc_A,cYwJA2A6I12KNkm2rtXd5g,5.0
CrEBVkzIQs7tS-wWfaCjNQ,7pkiQvVfcsa-wtBEeNHHUg,5.0
EjivzO1K8IJP8qCkX9U3qA,0LU8TLoYmMf6_ujYMPFGJg,3.0
wwPSdOrW0jVNgzr8whD0Jw,_K63HbZBVQSBCvQicQdl-A,5.0
d5WLqmTMvmL7-RmUDVKqqQ,xkdgCrkgfbI80Htst6-Lbw,3.0
JnPIjvC0cmooNDfsa9BmXg,_eJ2ETotJBzZBQS15fD-8A,1.0
5YXcnjNQ1PsJK0GznDBH9Q,W3K_5U2KEw0gxK7cvuB2mw,5.0
NZPoW7bv_62nAJ-yXpVl1g,L3R7y3_tUKQlM9kor4-Ccw,2.0
VSRtEK_c84oJygZ0OX0Oqg,f9sU31meK0bqAD7922sCog,4.5
RD-f1At-TwojTfXFuyN5ag,flCF_Vp9NOpTVeGv673nSg,2.0
b7rchNJEp6Gaw0bHR-4s4g,8eSmXnZG0N1GRsqiFeU9uA,4.0
11gxVnIOvxL5PI4Ur9qa2g,UMqfeCItzQ2glr4d9apGlA,3.5
wbvjiDpw0FoZDeqbzAIcDQ,qWSwDbtJRBvKTiMpH3rNLQ,4.0
XE36pmSiByd4YtSiPkn9_A,ER0rUoLqAJQ2Mlv2_GnwyQ,4.0
-srZqmR83vjSfR6PSUyVUA,ii8sAGBexBOJoYRFafF9XQ,4.0
E5Fbnoe5f5a74A5auXjiBg,f9sU31meK0bqAD7922sCog,4.5
8Sx-NgLzyCBBWT-IKBt9Fw,kRhjWeAPs-U5RmakIKz0Pg,3.0
atXRV9crRDO2VzP6XOquJg,OK_djnmJWmK4G3NMAjGGjg,3.0
fLnkI1uHtXEsjtF6KoBHbQ,xoGPeHR2RPnJW470-aYBUQ,4.0
1dwa6Wkp0chKBcrRuO05lA,ByFMv3p5X1aNeZhU61rDcA,4.0
bCLqNCdhUdsmTj9Braespg,ttuEwktrkmh3TUlSFPZqAA,4.0
2pVj1Hid6_Iq3Th9xI0aOQ,wT1mRdUeZRNgMB81s3dJDw,4.0
DIdq2t1_ra6g5JcexYHuOQ,YavRvjbLsvh4DYDJPAfJIA,2.0
XdLQep9R3V7EHwW2fjgK-g,CZhc8YXdFLhAI4ViC2ERTg,4.0
aUlnMALjy4sXJP1KxjuX1g,4XH5nRjUVKyRNituBAwW6A,3.0
4V6vZgVCfEfYwXFK3tnTQQ,RrCgc8eAKbHu-2IpQXg6Rw,5.0
CwzhFRwIkYFGkaggG0sTlA,xaJS4YP0lISl2V5z2qA3GQ,4.0
reN-Y7lIjv3VW21I4Z8WHQ,XaVHqVByyKswE0wV-B0HRg,4.0
jI43jHCXx1R-gg_vYcQWww,P7CQtFeORdYNO2_305rEbw,3.0
-PAOMIe7lqq1x5GB1pcKMg,me17NOULVwu40AdKGYHIaQ,3.0
i6V3NyTdkBVwPpH7r2BINA,9XLH_grfIYKR7d5ZT9ZX_A,2.0
U2OB6OngndDXcYML0dlq-Q,d_L-rfS1vT3JMzgCUGtiow,5.0
bEVFXdlFYzZzXsYY1DmXQg,HaPwC4nxs6RPfe1pAQkQ4A,2.0
7weuSPSSqYLUFga6IYP4pg,KhvuMJpYNNySVxsu2o1eqg,3.0
uNxXIIFzjHm5r62UTyVjrQ,8J4oT58-Nc-q1bpF9CRTpw,5.0
mC-Nq-FfHJb-8OTWOh0pxw,RwMLuOkImBIqqYj4SSKSPg,3.0
7Oe6ikklTjVBbEFw9emLcA,hF1lFkVkhX55fZsy0Zj7Xg,2.0
1kNsEAhGU8d8xugMuXJGFA,s-S2xzhmyWw7TUDet7WBnQ,4.0
SlgpAnj2gQd44EM_Uq6DkQ,rNoMSO6AsegKb9-p6Ir7SQ,4.0
UrfsVABrFs_Vu1HGrm37QA,El4FC8jcawUVgw_0EIcbaQ,1.0
Y3PQ5P_R7jcgiIS_1dIv-w,UYh1N1xQhOh-a7nX92xPzQ,3.0
sbb2XUj9aYh5zP6gTJ14lw,S1t1kRnoiB1j3u7bRkjlvA,3.0
FRvKvr1-AsUaCBuxaoxnCg,dztcNrIVDg6D-6sFOOofDA,5.0
wLc6l8v7O9hXjrDi3Q7tyw,OzcvQqt_copeLRCT2OHrfA,5.0
hFCUoOVs1rA4FX9Vps9fsg,NvKNe9DnQavC9GstglcBJQ,4.5
o5hk57cqhWnV1sULPvq1jw,TLMysu1mWiLEslCBon5W1g,4.0
wd3xoNaDLib8dhQ7BxUl6g,g-kRq6VKB5ld00OOpJvaTg,5.0
Ytjon2aVUm09CMdfGJxZYg,993MaVXjU2qhmQQYR_mdVg,5.0
aBNY0ESv9NqIHNW2h24HYg,rbcfYmJtqwIkk17IeOI5Kw,4.0
rNjgVKaBh1PlUA6dYB6EUw,M51gw2cz_vXarNBLbKkOxQ,5.0
aIg29snwGTFBzkV7HtDHfg,7Cm5SCTu7LePBCXTUaEiwQ,1.0
tLl6nrX280K-7crTpeTwTw,-FtngCwHCD2tRlH8jpj_Ag,1.0
cv2350a9GpY9u4j3JjNt9w,fy6srT4KpbE7ICBLdypEuQ,4.0
k6AIp3UhjeTErmR2NZUFYQ,v0a2G9zBDM3hVprzSy39Kw,4.0
WL_U3MBUfTkeHL9lYxoleg,F2pfjAZ_3dMTGCKv6c5wOw,4.5
fRVNHAl2RjosC67Y67G3cA,IOh3JJfKeauQ7SudTrc8mQ,1.0
0J9mtVJ4_QGsXYVK8qJzOQ,QePLHlU8MFaU2Sf9dzoLTg,3.0
4oSao9GTLxFTurp9NFpE4Q,jXHmmircEbhQmZjWDR1xIA,5.0
aD263WOD4RShoqgvVhcKqQ,vjSlRnCoLKa9p1bVXZtXtg,4.0
Uit6vvFxthHbwOHIYI0sfQ,f_eiOrEcMnkHB7GvQVOHkQ,1.5
Sd357RRT7uLQ3v52aQaLqw,Az_60nNuh1FH8Ds8oasZjw,5.0
-5e4VTnu_pR4Gpv3VSncaw,ZBfp0AT1NOE0ULg3EIYTSA,3.0
-DPkNlW9tR4qfZpoQW4Vjg,8xPmlVJy2o6x0J04CBpEMQ,4.0
me7RdUuFmpOqrTIlFlmXtg,vktRU6PlvaCLoJEc_IADlg,4.0
Wx7cbLDqYEL3_aVZwh82Ww,0Xr0kte9ADAfZ-GBO-wimg,1.0
9efCzgW1smpgjdjzCxG-Ig,upB0RQl-l529IVwgOpwOQQ,3.0
ZjGCExG23UcQdQyLPYZX4A,jCNBZnkIFv_0omLVTgNR6Q,5.0
CkIAxw9kyWhEdPv9dy2VBA,5YKsKS3nzdkwu37ORT9oiQ,4.0
29DWe8SD_RCeZ_A6ihxnhQ,ugLqbAvBdRDc-gS4hpslXw,4.0
kzRq4H_nSf4b3F_sdymWSw,k25EFzUUx0Gq9MF7O0dZkw,2.0
drTMOo4p8nL0pnMNEyat2A,Z4PkpJDhnfcUO0bje-w4kw,3.0
dLoUSe9E25agXphQjx8Svg,QOE93SXgKd8EsaUT-DaXhA,5.0
ysCBsXWPB-LAiewVS3jZfQ,6kkxRV8H9SQLybj0xnEbMw,5.0
bdRS6ZRxf6CNrnULnMI1cg,G-5kEa6E6PD5fkBRuA7k9Q,4.0
Kt-dsblXQnsUv3GjA_DFvg,aY0Y058p2_iWxMAZron2mg,5.0
-267Yx8RmdP6io2-qI4UcQ,IZrGUQHkxOxyDmifE6p7bw,4.0
XxyyTYuL7KrrBFg8a14bEA,A8ZXAfU9AM_s3ZWHu_HVFQ,3.0
Kf10dTiGlcnyhj8DBoZn1A,nBl_4gw5ecGzNkHyzfii8g,4.0
zdpn-MrLT_QPhwJ5-KHKCA,ttgfifuRK6svfWcXoGG-mQ,3.0
_lqJfN8BVwl6wxfpzkaggg,pRmb8_tAP5y4YPt_viL07g,3.0
_7FSSFpQgpjmRIG-6lL6_w,ZRLmQ3oAuspAkk5R6BOfyg,5.0
Hb2RzG3b9YEBlrwBWzGtCA,rhG-H3PNvMtuNdaKFcRwjg,4.0
JbNE1B8ZYo5mVXTxsTUsag,mnqJVQhLcPHtpVx_6kbJuw,5.0
2EuPAGalYnP7eSxPgFCNDg,xdL_wqvpmpNze3EUoDX9Pw,3.0
NnNdqH3DaleFtQk60UT-og,jG0m1-899xwYY3IXpTRRCQ,5.0
NhgU7RhuYYFmpkb1jlYJ6Q,ANKg6kIfJn5kRsc1HrBdDQ,4.0
BI4jBJVto2tEQ0NiaR0rNQ,odyYR1Bg2bqmp1kVlm8OYw,5.0
bLbSNkLggFnqwNNzzq-Ijw,jGqGbOt_h7NLPmEtbJDXTw,4.0
BTKtAXjPHjH5B3xuT4uiIw,QeShrs6cUNBjJoTCkJiB0g,4.0
cImvLb3Wvd5EZ8SRjKAPsw,-YWr1wm_NaAlgEf9TZzsMQ,3.0
0BaJ43WuBnP-G6fmstEmNQ,RqOgBMpKYdsEOmBVmFXe3g,4.0
7SUXr3dr1hnclTNoph-QjA,FaHADZARwnY4yvlvpnsfGA,3.0
Oxe8DXjBOi6C-cR2w64zOg,jUMljOsniegdenxF8SXtHQ,4.0
HuWEj615KvxRmjJq8JY7Ng,Wxxvi3LZbHNIDwJ-ZimtnA,5.0
U4ERp63gvcIeOis8UdtxvA,3b94MZ9agaZL8SMBagTwpA,5.0
TdbTpjfhOUeTCVBX9evLkw,EOzsAFr7eF8D4C3a4ZQicw,3.0
UYp9lazOwsIIaLwVrDrAQw,LIvXzdMJrIb6IY5Y3tqicA,4.0
Jon2aajFsTLdHUzVlsDFhQ,Nm6j_BNOFLiO_wRjPF9GBg,3.0
jHX2qMpRIg-W32vJgi50lw,BgGzWcWPwJ7pN5Bm78BuuA,4.0
LB5ViGU59ww2XRCx803t0w,pTbkdBDDKxNVjKUZ_6RAug,3.0
5Wg5OanfZ4-2dCxEo-qjsw,jobP3ywRd3QNZ_GCoPG2DQ,3.0
aJ-eXDPePJ6ZsY-7kMBfVQ,dm6sO_Y8JdKTE1ZM955yug,4.0
A-5DQIIb1YfQEBmabv-6Fw,n3a06UfiqY7HX3XD4bfVwg,5.0
ouS-Douov6w19Xly4aKLHQ,wpQsmMvdhefqIlxvRt_Jbg,4.0
GmXOSEbXy8JXmvo9hM5WWQ,hHe1mFDxxrtejXHfiysJJg,5.0
FTsRfaVbDUB6Sc6pL-J80w,RyaCGkXRXxXNeJhbnioz1Q,5.0
l6nCrx7263tb9Mvmc3yaFQ,axnI-1l2a_kydvL12-toIQ,3.0
vKbRbgAEYDCdl-xjPIWLfQ,gO_z_5FQVHLCiJjOsfE1fg,5.0
MP9-7BEDPWMkQGkTK097zg,qqs7LP4TXAoOrSlaKRfz3A,2.0
Q7IoE5m2heQKThuVq3SYFA,HaPwC4nxs6RPfe1pAQkQ4A,2.0
tNT5I9-QcljS-7w_doXCXQ,TyCoINxmCnaWVHzWUT3xKQ,4.0
ALw8EN21lby0vWtfD6JfIw,tXq5OcDNUT9boWJtaxtOlA,4.0
97j2wkFU46OOgm6ErRAb7w,w1clLiXOo-yLhNjt5jDBCA,3.0
wM7HTh-ixzNpZfTvFZmbuw,EP1do6l8hLyIGEru0gN3EQ,2.0
IKSmm5MzHF8cMhMolKaIOw,2QXVC1tsOeXyd16Qp86TWw,4.0
KG0xHGP6ozKJg254UYgPDg,Fn20yKQ2Flzt0vuM5xPYvA,2.0
xgo5LaVvc6Ci1uMkYlcCvw,04kZ5CSh6oKhI5huU5bLdg,3.0
njUgJcn8ZN0BdZdNEswRwA,xkVMIk_Vqh17f48ZQ_6b0w,5.0
jOU73K85NeMzBsqwJtfu0A,pH0BLkL4cbxKzu471VZnuA,4.0
ClcQNdR3jp91WzlEv5x_UA,v_yCY6NCwxCPIsNZR80UfQ,5.0
zuJwiAXFGQ4_Dfozybx5kg,po0p6NIro0cDrmKkcyPy0w,5.0
iQ0TzrwN4BgflE8Aozv_IA,uEfwT9nfqulvWnfJoWEG8Q,5.0
i9JyPv8YyngL1Rzl_Cmc8w,68vGFIH94olrtPi1kAEYVw,2.0
9e-zfLz93Liz1qEiRr8X1g,cPmThZ7Ugpd8eJnIObOy0Q,2.0
cO-pVqt2ZKLItpeQZi5gjg,kOZohaAywZ8GFF6YjOyBVQ,2.0
vy-hvYeOHFYxt0G7U62_gA,pSMK_FtULKiU-iuh7SMKwg,4.0
xDl9ZF3SckkZde_48W6WeA,pWLt6ID1HiMOp9QLNeuvIQ,3.0
7knsmhYRNtVunh6sNvrrtg,a0v7Si0DK4cIko7AQY4YXg,1.0
bLbSNkLggFnqwNNzzq-Ijw,sqRX-XLlhx4rs2c1TpBf8A,4.0
7qO5K6xaAalfEKCtmcQX7A,jb_QTeYTSS642UafKRFs2Q,5.0
xVfK4hxPqr57SRleHT1U5w,EyhI_N2JvQQgBypBJAT3tw,4.0
7Oe6ikklTjVBbEFw9emLcA,56_j_lcGj5X9SpM2KzLm4A,5.0
